user_id,timestamp,appliance_name,room,device_status,device_power_rating,duration_hours,energy_consumed_kwh,tariff_rate,bill_amount_estimate,recommended_action,actual_action_taken,temperature,user_feedback
User1,2025-07-23 05:00:00,Light,Bedroom,ON,1.56,0.31692039351228096,0.49,5.0,2.45,Use during off-peak,Ignored,34.5,Useful
User1,2025-07-23 05:00:00,Refrigerator,Laundry,ON,0.86,0.9532454754617419,0.82,5.0,4.1,Reduce AC usage,Ignored,27.5,Useful
User1,2025-07-23 05:00:00,Washing Machine,Laundry,ON,1.98,0.4902627084659123,0.97,5.0,4.85,Turn off unused appliances,Ignored,27.4,Useful
User1,2025-07-23 05:00:00,Heater,Living Room,OFF,1.76,0.0,0.0,5.0,0.0,Use during off-peak,Ignored,29.0,Not useful
User1,2025-07-23 06:00:00,AC,Kitchen,ON,0.16,0.6382982089886515,0.1,5.0,0.5,No action,Ignored,30.6,Useful
User1,2025-07-23 06:00:00,Fan,Bedroom,ON,1.31,0.40873334216864166,0.54,5.0,2.7,Reduce AC usage,Followed,33.0,Not useful
User1,2025-07-23 06:00:00,Light,Kitchen,ON,0.97,0.6460375916955464,0.63,5.0,3.15,Turn off unused appliances,Ignored,24.7,Not useful
User1,2025-07-23 06:00:00,Refrigerator,Bedroom,OFF,0.17,0.0,0.0,5.0,0.0,Turn off unused appliances,Followed,21.3,Useful
User1,2025-07-23 06:00:00,Washing Machine,Kitchen,ON,0.24,0.27253727719277276,0.07,5.0,0.35,Turn off unused appliances,Ignored,31.8,Not useful
User1,2025-07-23 06:00:00,Heater,Kitchen,OFF,0.56,0.0,0.0,5.0,0.0,Use during off-peak,Followed,24.2,Useful
User1,2025-07-23 07:00:00,AC,Laundry,OFF,1.94,0.0,0.0,5.0,0.0,Reduce AC usage,Ignored,24.9,Useful
User1,2025-07-23 07:00:00,Fan,Kitchen,OFF,1.2,0.0,0.0,5.0,0.0,No action,Followed,29.4,Useful
User1,2025-07-23 07:00:00,Light,Kitchen,ON,1.29,0.96376026718318,1.24,5.0,6.2,Turn off unused appliances,Ignored,25.8,Not useful
User1,2025-07-23 07:00:00,Refrigerator,Kitchen,ON,2.0,0.2587713976946052,0.52,5.0,2.6,Turn off unused appliances,Followed,32.0,Not useful
User1,2025-07-23 07:00:00,Washing Machine,Living Room,ON,0.24,0.31614789408669264,0.08,5.0,0.4,Turn off unused appliances,Followed,20.0,Not useful
User1,2025-07-23 07:00:00,Heater,Laundry,OFF,1.05,0.0,0.0,5.0,0.0,Use during off-peak,Ignored,23.0,Not useful
User1,2025-07-23 08:00:00,AC,Laundry,OFF,1.95,0.0,0.0,7.5,0.0,Use during off-peak,Ignored,21.9,Not useful
User1,2025-07-23 08:00:00,Fan,Bedroom,OFF,0.53,0.0,0.0,7.5,0.0,Turn off unused appliances,Followed,29.4,Useful
User1,2025-07-23 08:00:00,Light,Laundry,OFF,1.46,0.0,0.0,7.5,0.0,No action,Followed,31.1,Not useful
User1,2025-07-23 08:00:00,Refrigerator,Kitchen,ON,0.76,0.28313977128701523,0.22,7.5,1.65,Reduce AC usage,Ignored,21.3,Useful
User1,2025-07-23 08:00:00,Washing Machine,Living Room,ON,1.86,0.9411796256995042,1.75,7.5,13.12,Use during off-peak,Followed,21.5,Useful
User1,2025-07-23 08:00:00,Heater,Laundry,ON,0.56,0.49136799767536893,0.28,7.5,2.1,No action,Followed,22.1,Not useful
User1,2025-07-23 09:00:00,AC,Bedroom,OFF,1.03,0.0,0.0,7.5,0.0,Turn off unused appliances,Ignored,21.8,Not useful
User1,2025-07-23 09:00:00,Fan,Bedroom,ON,0.89,0.9864344175128641,0.88,7.5,6.6,Turn off unused appliances,Followed,23.0,Useful
User1,2025-07-23 09:00:00,Light,Bedroom,ON,1.95,0.8007995531493306,1.56,7.5,11.7,No action,Followed,32.5,Useful
User1,2025-07-23 09:00:00,Refrigerator,Laundry,OFF,1.69,0.0,0.0,7.5,0.0,Turn off unused appliances,Ignored,31.0,Useful
User1,2025-07-23 09:00:00,Washing Machine,Living Room,ON,0.93,0.7327821230591502,0.68,7.5,5.1,Turn off unused appliances,Ignored,24.2,Useful
User1,2025-07-23 09:00:00,Heater,Laundry,OFF,0.49,0.0,0.0,7.5,0.0,No action,Ignored,20.1,Useful
User1,2025-07-23 10:00:00,AC,Kitchen,ON,1.18,0.6088859421870372,0.72,7.5,5.4,Use during off-peak,Followed,31.6,Not useful
User1,2025-07-23 10:00:00,Fan,Living Room,ON,0.86,0.7772566855344095,0.67,7.5,5.03,No action,Ignored,29.1,Not useful
User1,2025-07-23 10:00:00,Light,Laundry,OFF,1.86,0.0,0.0,7.5,0.0,No action,Ignored,27.4,Useful
User1,2025-07-23 10:00:00,Refrigerator,Bedroom,ON,0.19,0.7380186637249793,0.14,7.5,1.05,Use during off-peak,Followed,31.4,Useful
User1,2025-07-23 10:00:00,Washing Machine,Kitchen,ON,0.75,0.27565288201778204,0.21,7.5,1.57,Use during off-peak,Ignored,34.0,Useful
User1,2025-07-23 10:00:00,Heater,Bedroom,ON,1.91,0.7973141891076784,1.52,7.5,11.4,Turn off unused appliances,Ignored,29.9,Not useful
User1,2025-07-23 11:00:00,AC,Bedroom,ON,1.64,0.8174573107260449,1.34,7.5,10.05,Turn off unused appliances,Followed,27.1,Not useful
User1,2025-07-23 11:00:00,Fan,Kitchen,OFF,1.22,0.0,0.0,7.5,0.0,Reduce AC usage,Ignored,29.1,Useful
User1,2025-07-23 11:00:00,Light,Bedroom,ON,1.34,0.9702247904674847,1.3,7.5,9.75,Use during off-peak,Followed,21.9,Not useful
User1,2025-07-23 11:00:00,Refrigerator,Bedroom,OFF,0.69,0.0,0.0,7.5,0.0,Reduce AC usage,Ignored,25.7,Not useful
User1,2025-07-23 11:00:00,Washing Machine,Kitchen,ON,0.68,0.7525951654116618,0.51,7.5,3.83,Reduce AC usage,Ignored,29.7,Useful
User1,2025-07-23 11:00:00,Heater,Bedroom,ON,1.9,0.956610671212294,1.82,7.5,13.65,Reduce AC usage,Followed,30.2,Useful
User1,2025-07-23 12:00:00,AC,Laundry,OFF,0.24,0.0,0.0,7.5,0.0,Turn off unused appliances,Ignored,30.9,Useful
User1,2025-07-23 12:00:00,Fan,Laundry,OFF,0.99,0.0,0.0,7.5,0.0,Reduce AC usage,Followed,24.1,Useful
User1,2025-07-23 12:00:00,Light,Bedroom,ON,0.83,0.9486369910810357,0.79,7.5,5.93,Reduce AC usage,Followed,22.1,Useful
User1,2025-07-23 12:00:00,Refrigerator,Living Room,OFF,1.58,0.0,0.0,7.5,0.0,Reduce AC usage,Followed,29.5,Not useful
User1,2025-07-23 12:00:00,Washing Machine,Living Room,ON,1.12,0.6807827212662295,0.76,7.5,5.7,Turn off unused appliances,Ignored,27.6,Not useful
User1,2025-07-23 12:00:00,Heater,Bedroom,ON,0.44,0.26689994947710977,0.12,7.5,0.9,Turn off unused appliances,Ignored,28.3,Not useful
User1,2025-07-23 13:00:00,AC,Bedroom,ON,0.47,0.5306582458976841,0.25,7.5,1.88,No action,Ignored,32.1,Useful
User1,2025-07-23 13:00:00,Fan,Bedroom,ON,1.49,0.9709934651382619,1.45,7.5,10.88,No action,Ignored,29.2,Useful
User1,2025-07-23 13:00:00,Light,Laundry,ON,1.07,0.8632950043822532,0.92,7.5,6.9,Turn off unused appliances,Ignored,23.8,Not useful
User1,2025-07-23 13:00:00,Refrigerator,Kitchen,ON,1.3,0.9951849339600041,1.29,7.5,9.68,Use during off-peak,Followed,24.7,Not useful
User1,2025-07-23 13:00:00,Washing Machine,Laundry,OFF,0.36,0.0,0.0,7.5,0.0,Turn off unused appliances,Ignored,21.9,Not useful
User1,2025-07-23 13:00:00,Heater,Kitchen,ON,1.99,0.7365886776191497,1.47,7.5,11.03,Turn off unused appliances,Ignored,33.2,Useful
User1,2025-07-23 14:00:00,AC,Kitchen,ON,0.58,0.538064244790469,0.31,7.5,2.33,Reduce AC usage,Followed,26.5,Not useful
User1,2025-07-23 14:00:00,Fan,Bedroom,OFF,1.97,0.0,0.0,7.5,0.0,Reduce AC usage,Ignored,27.5,Useful
User1,2025-07-23 14:00:00,Light,Laundry,ON,1.65,0.5162907843767843,0.85,7.5,6.38,Use during off-peak,Followed,33.7,Not useful
User1,2025-07-23 14:00:00,Refrigerator,Laundry,OFF,0.63,0.0,0.0,7.5,0.0,Reduce AC usage,Followed,26.3,Not useful
User1,2025-07-23 14:00:00,Washing Machine,Laundry,ON,1.61,0.8966118176905323,1.44,7.5,10.8,Reduce AC usage,Followed,27.7,Not useful
User1,2025-07-23 14:00:00,Heater,Bedroom,ON,0.45,0.8111102235875016,0.36,7.5,2.7,Use during off-peak,Followed,26.0,Useful
User1,2025-07-23 15:00:00,AC,Kitchen,OFF,0.44,0.0,0.0,7.5,0.0,Use during off-peak,Followed,23.6,Not useful
User1,2025-07-23 15:00:00,Fan,Kitchen,ON,1.2,0.3768558249303927,0.45,7.5,3.38,Turn off unused appliances,Followed,27.8,Useful
User1,2025-07-23 15:00:00,Light,Bedroom,ON,0.99,0.6071114039416874,0.6,7.5,4.5,Use during off-peak,Ignored,25.5,Useful
User1,2025-07-23 15:00:00,Refrigerator,Kitchen,ON,1.22,0.4746596505767308,0.58,7.5,4.35,Turn off unused appliances,Followed,21.3,Useful
User1,2025-07-23 15:00:00,Washing Machine,Living Room,OFF,0.12,0.0,0.0,7.5,0.0,No action,Ignored,31.4,Useful
User1,2025-07-23 15:00:00,Heater,Kitchen,OFF,1.85,0.0,0.0,7.5,0.0,Turn off unused appliances,Followed,27.2,Not useful
User1,2025-07-23 16:00:00,AC,Living Room,OFF,1.11,0.0,0.0,7.5,0.0,Reduce AC usage,Followed,34.4,Useful
User1,2025-07-23 16:00:00,Fan,Living Room,OFF,1.5,0.0,0.0,7.5,0.0,No action,Ignored,33.5,Useful
User1,2025-07-23 16:00:00,Light,Bedroom,ON,0.62,0.8803586860024166,0.55,7.5,4.12,No action,Ignored,21.7,Not useful
User1,2025-07-23 16:00:00,Refrigerator,Bedroom,OFF,0.39,0.0,0.0,7.5,0.0,Turn off unused appliances,Followed,25.8,Useful
User1,2025-07-23 16:00:00,Washing Machine,Bedroom,ON,1.88,0.9799413909854959,1.84,7.5,13.8,No action,Ignored,24.7,Not useful
User1,2025-07-23 16:00:00,Heater,Laundry,OFF,0.26,0.0,0.0,7.5,0.0,Reduce AC usage,Ignored,34.7,Not useful
User1,2025-07-23 17:00:00,AC,Bedroom,OFF,1.96,0.0,0.0,7.5,0.0,Turn off unused appliances,Followed,34.5,Not useful
User1,2025-07-23 17:00:00,Fan,Bedroom,ON,0.99,0.4574075571855543,0.45,7.5,3.38,Turn off unused appliances,Followed,25.1,Not useful
User1,2025-07-23 17:00:00,Light,Living Room,ON,1.23,0.870608863063681,1.07,7.5,8.03,Reduce AC usage,Ignored,22.0,Not useful
User1,2025-07-23 17:00:00,Refrigerator,Kitchen,ON,1.27,0.5274842850573817,0.67,7.5,5.03,Use during off-peak,Followed,20.9,Not useful
User1,2025-07-23 17:00:00,Washing Machine,Living Room,ON,0.14,0.8285493773470411,0.12,7.5,0.9,Use during off-peak,Followed,22.8,Not useful
User1,2025-07-23 17:00:00,Heater,Living Room,ON,1.46,0.2859129404913634,0.42,7.5,3.15,No action,Followed,33.2,Not useful
User1,2025-07-23 18:00:00,AC,Living Room,OFF,1.56,0.0,0.0,7.5,0.0,Reduce AC usage,Ignored,31.9,Useful
User1,2025-07-23 18:00:00,Fan,Laundry,OFF,1.31,0.0,0.0,7.5,0.0,No action,Ignored,24.8,Useful
User1,2025-07-23 18:00:00,Light,Kitchen,OFF,1.0,0.0,0.0,7.5,0.0,Use during off-peak,Followed,20.7,Not useful
User1,2025-07-23 18:00:00,Refrigerator,Laundry,ON,0.39,0.9470645400872972,0.37,7.5,2.77,Turn off unused appliances,Ignored,23.9,Not useful
User1,2025-07-23 18:00:00,Washing Machine,Kitchen,OFF,0.65,0.0,0.0,7.5,0.0,Reduce AC usage,Followed,34.9,Useful
User1,2025-07-23 18:00:00,Heater,Kitchen,ON,0.87,0.479218079386865,0.42,7.5,3.15,No action,Followed,34.3,Not useful
User1,2025-07-23 19:00:00,AC,Bedroom,OFF,1.98,0.0,0.0,7.5,0.0,Use during off-peak,Followed,22.1,Not useful
User1,2025-07-23 19:00:00,Fan,Bedroom,ON,0.41,0.4786077397706512,0.2,7.5,1.5,Use during off-peak,Ignored,24.2,Not useful
User1,2025-07-23 19:00:00,Light,Laundry,ON,0.74,0.6296772479574414,0.47,7.5,3.52,No action,Ignored,31.0,Useful
User1,2025-07-23 19:00:00,Refrigerator,Living Room,ON,1.74,0.7076882962989415,1.23,7.5,9.22,Use during off-peak,Ignored,22.4,Not useful
User1,2025-07-23 19:00:00,Washing Machine,Living Room,ON,1.17,0.9897802722077482,1.16,7.5,8.7,Turn off unused appliances,Followed,28.7,Useful
User1,2025-07-23 19:00:00,Heater,Laundry,ON,0.61,0.6332254592824244,0.39,7.5,2.93,Turn off unused appliances,Ignored,31.7,Useful
User1,2025-07-23 20:00:00,AC,Laundry,ON,1.8,0.36898828902065905,0.66,5.0,3.3,No action,Followed,23.5,Not useful
User1,2025-07-23 20:00:00,Fan,Laundry,ON,1.68,0.5888125557544448,0.99,5.0,4.95,Turn off unused appliances,Followed,30.5,Not useful
User1,2025-07-23 20:00:00,Light,Living Room,ON,1.11,0.5038288525053718,0.56,5.0,2.8,Turn off unused appliances,Ignored,29.4,Useful
User1,2025-07-23 20:00:00,Refrigerator,Living Room,ON,0.35,0.30985072901002897,0.11,5.0,0.55,No action,Followed,28.6,Useful
User1,2025-07-23 20:00:00,Washing Machine,Laundry,ON,0.34,0.513299989613987,0.17,5.0,0.85,No action,Ignored,26.9,Not useful
User1,2025-07-23 20:00:00,Heater,Laundry,OFF,0.78,0.0,0.0,5.0,0.0,No action,Ignored,33.6,Useful
User1,2025-07-23 21:00:00,AC,Kitchen,ON,1.25,0.6414226327809538,0.8,5.0,4.0,Reduce AC usage,Followed,25.9,Not useful
User1,2025-07-23 21:00:00,Fan,Kitchen,OFF,1.98,0.0,0.0,5.0,0.0,Use during off-peak,Ignored,31.4,Useful
User1,2025-07-23 21:00:00,Light,Laundry,OFF,0.25,0.0,0.0,5.0,0.0,Use during off-peak,Ignored,25.6,Not useful
User1,2025-07-23 21:00:00,Refrigerator,Living Room,ON,0.19,0.8416637526656809,0.16,5.0,0.8,Reduce AC usage,Followed,24.4,Not useful
User1,2025-07-23 21:00:00,Washing Machine,Bedroom,OFF,0.69,0.0,0.0,5.0,0.0,No action,Followed,29.6,Not useful
User1,2025-07-23 21:00:00,Heater,Living Room,ON,1.48,0.735752279297645,1.09,5.0,5.45,No action,Ignored,28.0,Useful
User1,2025-07-23 22:00:00,AC,Kitchen,OFF,1.63,0.0,0.0,5.0,0.0,No action,Ignored,32.7,Useful
User1,2025-07-23 22:00:00,Fan,Laundry,ON,1.63,0.5058253380478838,0.82,5.0,4.1,Turn off unused appliances,Followed,34.8,Not useful
User1,2025-07-23 22:00:00,Light,Bedroom,ON,0.29,0.3715427980895068,0.11,5.0,0.55,Use during off-peak,Ignored,30.9,Useful
User1,2025-07-23 22:00:00,Refrigerator,Laundry,OFF,1.18,0.0,0.0,5.0,0.0,Reduce AC usage,Followed,23.1,Not useful
User1,2025-07-23 22:00:00,Washing Machine,Living Room,ON,0.78,0.4461816623109106,0.35,5.0,1.75,No action,Ignored,27.9,Not useful
User1,2025-07-23 22:00:00,Heater,Laundry,OFF,1.58,0.0,0.0,5.0,0.0,No action,Ignored,34.0,Useful
User1,2025-07-23 23:00:00,AC,Laundry,OFF,0.14,0.0,0.0,5.0,0.0,No action,Ignored,31.8,Useful
User1,2025-07-23 23:00:00,Fan,Bedroom,ON,0.5,0.5561947532184133,0.28,5.0,1.4,Reduce AC usage,Followed,33.3,Useful
User1,2025-07-23 23:00:00,Light,Bedroom,ON,0.34,0.51912342534869,0.18,5.0,0.9,Turn off unused appliances,Followed,31.6,Not useful
User1,2025-07-23 23:00:00,Refrigerator,Bedroom,ON,0.76,0.33915502891471416,0.26,5.0,1.3,Turn off unused appliances,Ignored,28.2,Not useful
User1,2025-07-23 23:00:00,Washing Machine,Bedroom,OFF,0.85,0.0,0.0,5.0,0.0,No action,Ignored,34.6,Not useful
User1,2025-07-23 23:00:00,Heater,Bedroom,ON,1.66,0.3235935473214909,0.54,5.0,2.7,Turn off unused appliances,Followed,21.6,Useful
User1,2025-07-24 00:00:00,AC,Bedroom,ON,1.46,0.2837968249827204,0.41,5.0,2.05,Turn off unused appliances,Followed,27.3,Useful
User1,2025-07-24 00:00:00,Fan,Kitchen,ON,1.23,0.39225925433746184,0.48,5.0,2.4,Use during off-peak,Ignored,32.1,Not useful
User1,2025-07-24 00:00:00,Light,Kitchen,ON,1.93,0.5673313142335074,1.09,5.0,5.45,Reduce AC usage,Followed,21.6,Not useful
User1,2025-07-24 00:00:00,Refrigerator,Bedroom,OFF,0.4,0.0,0.0,5.0,0.0,No action,Followed,34.9,Useful
User1,2025-07-24 00:00:00,Washing Machine,Laundry,ON,0.87,0.612045083012499,0.53,5.0,2.65,Use during off-peak,Ignored,24.3,Not useful
User1,2025-07-24 00:00:00,Heater,Bedroom,ON,1.95,0.5069770649133007,0.99,5.0,4.95,Turn off unused appliances,Followed,31.3,Useful
User1,2025-07-24 01:00:00,AC,Kitchen,ON,1.05,0.7163739013995695,0.75,5.0,3.75,No action,Followed,24.9,Useful
User1,2025-07-24 01:00:00,Fan,Kitchen,ON,1.44,0.7930251171017697,1.14,5.0,5.7,Turn off unused appliances,Ignored,20.7,Not useful
User1,2025-07-24 01:00:00,Light,Kitchen,ON,0.66,0.8575641487574341,0.57,5.0,2.85,No action,Ignored,32.5,Useful
User1,2025-07-24 01:00:00,Refrigerator,Living Room,ON,0.17,0.513169299588605,0.09,5.0,0.45,Turn off unused appliances,Followed,24.1,Useful
User1,2025-07-24 01:00:00,Washing Machine,Living Room,OFF,1.47,0.0,0.0,5.0,0.0,No action,Followed,21.3,Useful
User1,2025-07-24 01:00:00,Heater,Kitchen,OFF,0.77,0.0,0.0,5.0,0.0,Use during off-peak,Followed,25.9,Not useful
User1,2025-07-24 02:00:00,AC,Living Room,OFF,0.33,0.0,0.0,5.0,0.0,Reduce AC usage,Ignored,20.1,Useful
User1,2025-07-24 02:00:00,Fan,Laundry,OFF,1.65,0.0,0.0,5.0,0.0,Turn off unused appliances,Ignored,22.7,Not useful
User1,2025-07-24 02:00:00,Light,Kitchen,OFF,1.3,0.0,0.0,5.0,0.0,Reduce AC usage,Followed,22.7,Not useful
User1,2025-07-24 02:00:00,Refrigerator,Living Room,ON,0.66,0.257626443299926,0.17,5.0,0.85,No action,Followed,29.3,Not useful
User1,2025-07-24 02:00:00,Washing Machine,Living Room,ON,0.97,0.9922751140185841,0.96,5.0,4.8,Reduce AC usage,Followed,30.8,Not useful
User1,2025-07-24 02:00:00,Heater,Kitchen,OFF,1.11,0.0,0.0,5.0,0.0,Turn off unused appliances,Followed,31.4,Not useful
User1,2025-07-24 03:00:00,AC,Living Room,OFF,1.55,0.0,0.0,5.0,0.0,Use during off-peak,Followed,30.1,Not useful
User1,2025-07-24 03:00:00,Fan,Living Room,OFF,0.29,0.0,0.0,5.0,0.0,No action,Ignored,22.5,Useful
User1,2025-07-24 03:00:00,Light,Living Room,ON,0.29,0.365803737589547,0.11,5.0,0.55,Reduce AC usage,Ignored,28.5,Useful
User1,2025-07-24 03:00:00,Refrigerator,Living Room,ON,1.79,0.8871940826596664,1.59,5.0,7.95,Reduce AC usage,Followed,33.5,Not useful
User1,2025-07-24 03:00:00,Washing Machine,Kitchen,ON,1.85,0.815720053854523,1.51,5.0,7.55,Turn off unused appliances,Ignored,23.0,Useful
User1,2025-07-24 03:00:00,Heater,Laundry,ON,0.73,0.5038813790645125,0.37,5.0,1.85,Turn off unused appliances,Ignored,27.6,Not useful
User1,2025-07-24 04:00:00,AC,Living Room,ON,0.89,0.33012285537902863,0.29,5.0,1.45,No action,Followed,29.8,Useful
User1,2025-07-24 04:00:00,Fan,Living Room,ON,1.19,0.4099365392968944,0.49,5.0,2.45,No action,Followed,20.3,Useful
User1,2025-07-24 04:00:00,Light,Laundry,ON,1.92,0.35561933712270394,0.68,5.0,3.4,Turn off unused appliances,Ignored,34.6,Useful
User1,2025-07-24 04:00:00,Refrigerator,Bedroom,ON,0.88,0.6545744095928011,0.58,5.0,2.9,Use during off-peak,Ignored,22.3,Useful
User1,2025-07-24 04:00:00,Washing Machine,Living Room,ON,0.66,0.30350474338355055,0.2,5.0,1.0,Use during off-peak,Ignored,33.1,Not useful
User1,2025-07-24 04:00:00,Heater,Bedroom,ON,0.33,0.270913528448111,0.09,5.0,0.45,Turn off unused appliances,Followed,32.5,Not useful
User1,2025-07-24 05:00:00,AC,Living Room,OFF,1.72,0.0,0.0,5.0,0.0,Use during off-peak,Ignored,32.8,Useful
User1,2025-07-24 05:00:00,Fan,Bedroom,ON,1.3,0.6842813386117326,0.89,5.0,4.45,Use during off-peak,Ignored,32.7,Not useful
User1,2025-07-24 05:00:00,Light,Laundry,ON,0.56,0.7428564725060169,0.42,5.0,2.1,No action,Ignored,30.0,Not useful
User1,2025-07-24 05:00:00,Refrigerator,Bedroom,OFF,0.71,0.0,0.0,5.0,0.0,Use during off-peak,Ignored,22.3,Useful
User1,2025-07-24 05:00:00,Washing Machine,Laundry,OFF,0.36,0.0,0.0,5.0,0.0,No action,Ignored,22.3,Not useful
User1,2025-07-24 05:00:00,Heater,Laundry,ON,0.23,0.3641849234427679,0.08,5.0,0.4,No action,Ignored,21.9,Useful
User1,2025-07-24 06:00:00,AC,Laundry,ON,1.23,0.5251231540962076,0.65,5.0,3.25,Reduce AC usage,Ignored,26.8,Useful
User1,2025-07-24 06:00:00,Fan,Living Room,OFF,0.75,0.0,0.0,5.0,0.0,Turn off unused appliances,Followed,31.2,Not useful
User1,2025-07-24 06:00:00,Light,Laundry,OFF,1.83,0.0,0.0,5.0,0.0,Turn off unused appliances,Ignored,21.0,Not useful
User1,2025-07-24 06:00:00,Refrigerator,Living Room,OFF,1.43,0.0,0.0,5.0,0.0,Turn off unused appliances,Ignored,30.3,Useful
User1,2025-07-24 06:00:00,Washing Machine,Kitchen,ON,0.97,0.41941672105722505,0.41,5.0,2.05,Reduce AC usage,Ignored,30.0,Useful
User1,2025-07-24 06:00:00,Heater,Kitchen,OFF,1.86,0.0,0.0,5.0,0.0,No action,Followed,24.9,Not useful
User1,2025-07-24 07:00:00,AC,Bedroom,ON,1.27,0.9904727720065666,1.26,5.0,6.3,Reduce AC usage,Followed,23.5,Useful
User1,2025-07-24 07:00:00,Fan,Living Room,ON,0.52,0.47584495412737415,0.25,5.0,1.25,Reduce AC usage,Followed,24.1,Not useful
User1,2025-07-24 07:00:00,Light,Kitchen,ON,0.78,0.29544880975663523,0.23,5.0,1.15,Turn off unused appliances,Ignored,20.9,Not useful
User1,2025-07-24 07:00:00,Refrigerator,Kitchen,ON,1.76,0.826134674419226,1.45,5.0,7.25,No action,Ignored,30.4,Not useful
User1,2025-07-24 07:00:00,Washing Machine,Bedroom,OFF,1.72,0.0,0.0,5.0,0.0,No action,Followed,26.6,Not useful
User1,2025-07-24 07:00:00,Heater,Laundry,ON,1.49,0.7711942187018506,1.15,5.0,5.75,Use during off-peak,Followed,32.3,Not useful
User1,2025-07-24 08:00:00,AC,Kitchen,OFF,1.96,0.0,0.0,7.5,0.0,Turn off unused appliances,Followed,28.8,Not useful
User1,2025-07-24 08:00:00,Fan,Kitchen,ON,0.73,0.47484557072508093,0.35,7.5,2.62,Use during off-peak,Ignored,34.3,Useful
User1,2025-07-24 08:00:00,Light,Kitchen,OFF,0.84,0.0,0.0,7.5,0.0,Reduce AC usage,Followed,22.0,Not useful
User1,2025-07-24 08:00:00,Refrigerator,Bedroom,OFF,1.21,0.0,0.0,7.5,0.0,Reduce AC usage,Ignored,28.5,Useful
User1,2025-07-24 08:00:00,Washing Machine,Kitchen,ON,1.37,0.9742445173640941,1.33,7.5,9.98,Turn off unused appliances,Ignored,27.9,Useful
User1,2025-07-24 08:00:00,Heater,Laundry,ON,1.72,0.3009546654115318,0.52,7.5,3.9,Reduce AC usage,Followed,24.2,Useful
User1,2025-07-24 09:00:00,AC,Kitchen,OFF,1.7,0.0,0.0,7.5,0.0,Reduce AC usage,Followed,26.2,Useful
User1,2025-07-24 09:00:00,Fan,Laundry,ON,0.92,0.2681904383643716,0.25,7.5,1.88,No action,Ignored,28.6,Useful
User1,2025-07-24 09:00:00,Light,Kitchen,OFF,1.52,0.0,0.0,7.5,0.0,Use during off-peak,Ignored,32.6,Not useful
User1,2025-07-24 09:00:00,Refrigerator,Kitchen,ON,0.38,0.8571588129364202,0.33,7.5,2.48,Use during off-peak,Followed,27.8,Not useful
User1,2025-07-24 09:00:00,Washing Machine,Laundry,OFF,0.92,0.0,0.0,7.5,0.0,Turn off unused appliances,Followed,32.4,Useful
User1,2025-07-24 09:00:00,Heater,Living Room,ON,0.42,0.7032374060197149,0.3,7.5,2.25,Use during off-peak,Followed,34.6,Useful
User1,2025-07-24 10:00:00,AC,Kitchen,OFF,1.81,0.0,0.0,7.5,0.0,Reduce AC usage,Ignored,33.9,Not useful
User1,2025-07-24 10:00:00,Fan,Bedroom,ON,0.97,0.9829057152427844,0.95,7.5,7.12,Use during off-peak,Followed,32.4,Not useful
User1,2025-07-24 10:00:00,Light,Living Room,ON,1.03,0.45632313398116786,0.47,7.5,3.52,No action,Ignored,33.6,Useful
User1,2025-07-24 10:00:00,Refrigerator,Kitchen,OFF,1.11,0.0,0.0,7.5,0.0,Use during off-peak,Followed,28.1,Not useful
User1,2025-07-24 10:00:00,Washing Machine,Living Room,ON,1.72,0.7112768447769366,1.22,7.5,9.15,Use during off-peak,Ignored,23.4,Useful
User1,2025-07-24 10:00:00,Heater,Living Room,ON,1.93,0.41386408542979536,0.8,7.5,6.0,No action,Followed,22.5,Useful
User1,2025-07-24 11:00:00,AC,Kitchen,ON,1.31,0.37515212686277666,0.49,7.5,3.67,Use during off-peak,Followed,29.9,Not useful
User1,2025-07-24 11:00:00,Fan,Living Room,OFF,1.85,0.0,0.0,7.5,0.0,Reduce AC usage,Ignored,28.3,Not useful
User1,2025-07-24 11:00:00,Light,Laundry,OFF,1.96,0.0,0.0,7.5,0.0,Use during off-peak,Followed,27.6,Useful
User1,2025-07-24 11:00:00,Refrigerator,Bedroom,ON,1.12,0.560174868646384,0.63,7.5,4.72,No action,Ignored,23.9,Not useful
User1,2025-07-24 11:00:00,Washing Machine,Living Room,ON,1.98,0.9395963964794672,1.86,7.5,13.95,Reduce AC usage,Followed,25.1,Not useful
User1,2025-07-24 11:00:00,Heater,Living Room,ON,0.12,0.8106820462466763,0.1,7.5,0.75,Turn off unused appliances,Followed,33.3,Useful
User1,2025-07-24 12:00:00,AC,Bedroom,ON,0.56,0.7658755439498113,0.43,7.5,3.23,Reduce AC usage,Ignored,29.4,Useful
User1,2025-07-24 12:00:00,Fan,Laundry,OFF,0.12,0.0,0.0,7.5,0.0,Use during off-peak,Ignored,28.4,Not useful
User1,2025-07-24 12:00:00,Light,Bedroom,OFF,1.99,0.0,0.0,7.5,0.0,Turn off unused appliances,Ignored,24.2,Not useful
User1,2025-07-24 12:00:00,Refrigerator,Bedroom,ON,1.34,0.865410413697312,1.16,7.5,8.7,Reduce AC usage,Followed,23.5,Useful
User1,2025-07-24 12:00:00,Washing Machine,Kitchen,ON,1.81,0.3495416749712612,0.63,7.5,4.72,Turn off unused appliances,Ignored,22.5,Useful
User1,2025-07-24 12:00:00,Heater,Laundry,ON,1.78,0.9725006404453886,1.73,7.5,12.97,Turn off unused appliances,Followed,27.0,Useful
